UserId,Score
10464893,0
10361602,3
3277133,1
3277133,1
1243255,2
9629771,3
3277133,0
10535881,2
3277133,1
5071733,0
3277133,1
3277133,1
3277133,-1
7698116,0
